Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Healthcare & Medicine,-1.5700178020109556,0.18101402963744018,0.2506189373639397,0.12948954262565304,Healthcare,Medical Doctor,Diagnostics,Clinical Research,Medical Coding,-1.3724979882876471,-0.9124643334353288,0.3691955150204034,-1.5700178020109556
Brazil,Latin America,University of São Paulo,Master,Social Sciences,-0.3192923423459225,-1.0071231570785526,-1.0703028573411715,-1.1900611374985444,Government/NGO,Human Resources Specialist,Communication,Qualitative Research,Data Analysis,-1.1685347172700364,-1.0642069774402083,0.3691955150204034,-0.3192923423459225
Netherlands,Europe,TU Delft,Master,Engineering,1.244114482235369,-1.3077361802235643,-1.040619221505101,0.590025794847217,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,Project Management,AutoCAD,1.0750612639236803,1.4527416611624655,1.9842503437967576,1.244114482235369
Mexico,Latin America,UNAM,Bachelor,Data Science & AI,-0.3192923423459225,-0.2770629580120998,-0.7734664989804719,-1.4480920873248109,Technology/Consulting,Data Analyst,Big Data,NLP,Data Visualization,1.8229265909882526,-0.8827755552604611,-0.0521231359647325,-0.3192923423459225
Argentina,Latin America,University of Buenos Aires,Master,Data Science & AI,0.9314331173191107,-0.01939465245923419,0.7552407465771296,-1.1410679191771014,Technology/Consulting,AI Consultant,Big Data,Data Visualization,NLP,1.4829878059589017,1.023903754192154,0.7202943908413499,0.9314331173191107
Sweden,Europe,KTH Royal Institute of Technology,PhD,Business & Finance,-0.6319737072621808,-0.23411824041995588,-0.43210468686566805,0.857855388337772,Finance/Consulting,Marketing Manager,Data Analysis,Financial Modeling,Strategic Planning,-0.35268163319959395,-0.6815516142974689,1.422492142483243,-0.6319737072621808
Mexico,Latin America,UNAM,Master,Computer Science,-0.9446550721784391,0.4243674293262585,0.1912516656918011,-0.9940882642127725,Technology,Software Engineer,Cybersecurity,SQL,Cloud Computing,0.4631714508708485,-0.9817381491766868,1.1416130418264858,-0.9446550721784391
Brazil,Latin America,University of São Paulo,Bachelor,Social Sciences,-0.9446550721784391,0.26690346482172805,0.28030257320001006,-1.8204405465677773,Government/NGO,Policy Analyst,Data Analysis,Communication,Public Policy,-1.1005469602641662,-1.1565720650953522,-1.737397739905276,-0.9446550721784391
Mexico,Latin America,UNAM,PhD,Social Sciences,0.3060703874865941,-0.334322581468291,-0.6844155914722629,-1.1018733445199471,Government/NGO,Sociologist,Public Policy,Qualitative Research,Communication,-1.1005469602641662,0.21570923720964436,1.7735910183041896,0.3060703874865941
Argentina,Latin America,University of Buenos Aires,PhD,Computer Science,-0.6319737072621808,-0.03370955832328149,-0.061059238914793826,-1.2096584248271216,Technology,Data Scientist,React,SQL,Cloud Computing,0.5311592078767187,-1.1565720650953522,-0.0521231359647325,-0.6319737072621808
Canada,North America,University of Toronto,PhD,Social Sciences,-1.2573364370946973,0.10943950031719964,0.710715292823025,-0.010957683229150167,Government/NGO,Policy Analyst,Data Analysis,Public Policy,Qualitative Research,-0.14871836218198337,-1.0345181992653405,-1.1756395385917615,-1.2573364370946973
Canada,North America,University of Toronto,Master,Data Science & AI,-0.0066109774296642075,0.8251847935196053,0.9185007436755134,1.1844768438140585,Technology/Consulting,NLP Specialist,Data Visualization,Deep Learning,Big Data,0.9390857499119399,0.06396659320476487,-0.19256268629311113,-0.0066109774296642075
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Computer Science,1.244114482235369,0.22395874722958412,0.26546075528197594,-0.09587926165298466,Technology,Data Scientist,SQL,DevOps,Cybersecurity,1.1430490209295505,1.08328131054189,0.08831641436364612,1.244114482235369
Argentina,Latin America,University of Buenos Aires,Bachelor,Business & Finance,1.5567958471516272,0.25258855895768073,-0.43210468686566805,-1.4578907309890994,Finance/Consulting,Investment Banker,Excel,Data Analysis,Strategic Planning,1.00707350691781,1.6473680958643764,-2.0884966157262226,1.5567958471516272
Mexico,Latin America,UNAM,Bachelor,Business & Finance,-0.0066109774296642075,-1.0930125922628426,-1.5007155769641864,-1.4480920873248109,Finance/Consulting,Marketing Manager,Market Research,Excel,Data Analysis,-0.8965836892465556,-0.36817006689608744,1.843810793468379,-0.0066109774296642075
South Korea,Asia-Pacific,KAIST,Bachelor,Business & Finance,0.6187517524028524,0.09512459445315233,0.3545116627901849,-0.3081832077125709,Finance/Consulting,Management Consultant,Financial Modeling,Strategic Planning,Data Analysis,-0.8965836892465556,0.48620699391399447,0.509635065348782,0.6187517524028524
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Natural Sciences,1.5567958471516272,-0.30569276974019644,-0.3430537793574591,-1.392566439893842,Research/Academia,Physicist,Experimental Design,Statistical Analysis,Laboratory Skills,0.055244908835627264,1.6473680958643764,0.4394152901845927,1.5567958471516272
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Healthcare & Medicine,-0.0066109774296642075,1.4407257456736737,1.2153371020362127,0.17195033183757027,Healthcare,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,0.055244908835627264,0.19261796529585826,-0.33300223662148976,-0.0066109774296642075
Sweden,Europe,KTH Royal Institute of Technology,PhD,Social Sciences,-1.5700178020109556,-1.293421274359515,-1.0109355856690327,-0.10241169076251039,Government/NGO,Sociologist,Communication,Qualitative Research,Public Policy,-1.1685347172700364,-1.0774019899623717,1.0713932666622965,-1.5700178020109556
UK,Europe,Imperial College London,Master,Social Sciences,0.3060703874865941,-1.6512939209607178,-2.1240719295216555,-0.402903429800694,Government/NGO,Sociologist,Qualitative Research,Public Policy,Communication,0.19122042284736768,-0.09437355706119617,1.843810793468379,0.3060703874865941
South Africa,Middle East & Africa,University of Cape Town,Master,Natural Sciences,0.6187517524028524,0.5675164879667396,0.710715292823025,-1.4023650835581307,Research/Academia,Physicist,Scientific Writing,Experimental Design,Statistical Analysis,-0.14871836218198337,0.4796094876529129,0.3691955150204034,0.6187517524028524
Brazil,Latin America,University of São Paulo,Bachelor,Natural Sciences,1.5567958471516272,-0.03370955832328149,0.04283348651145139,-1.3141772905795333,Research/Academia,Physicist,Experimental Design,Scientific Writing,Statistical Analysis,0.3951836938649783,1.5286129831649056,-0.0521231359647325,1.5567958471516272
Brazil,Latin America,University of São Paulo,PhD,Computer Science,0.6187517524028524,-0.19117352282780992,-0.5359974122919133,-0.5760128012031258,Technology,Cloud Architect,Cloud Computing,React,SQL,1.7549388339823824,0.7138209599213138,-0.19256268629311113,0.6187517524028524
Argentina,Latin America,University of Buenos Aires,Bachelor,Social Sciences,-0.6319737072621808,-0.5776759811571094,-0.6992574093902971,-1.6897919643772628,Government/NGO,Economist,Data Analysis,Public Policy,Qualitative Research,-1.1685347172700364,-0.9586468772629009,-1.0351999882633829,-0.6319737072621808
Canada,North America,UBC,Master,Social Sciences,0.3060703874865941,-1.8660175089214395,-1.5749246665543613,-0.10567790531727325,Government/NGO,Policy Analyst,Public Policy,Data Analysis,Communication,0.055244908835627264,0.4136344250420958,1.0011734914981072,0.3060703874865941
South Korea,Asia-Pacific,Seoul National University,Bachelor,Engineering,0.9314331173191107,-0.09096918177947474,-0.595364683964052,-0.2134629856244478,Manufacturing/Construction,Electrical Engineer,Project Management,SolidWorks,Lean Six Sigma,-0.8285959322406854,0.7830947756626716,0.01809663919945681,0.9314331173191107
Israel,Middle East & Africa,Technion,Master,Social Sciences,-1.2573364370946973,-1.1645871215830832,-1.0999864931772418,-0.255923774836365,Government/NGO,Sociologist,Data Analysis,Communication,Qualitative Research,-1.4404857452935174,-1.0938957556150761,-1.526738414412708,-1.2573364370946973
Canada,North America,University of Toronto,Master,Business & Finance,-0.6319737072621808,-1.6083492033685738,-1.9162864786691651,0.13602197173517877,Finance/Consulting,Management Consultant,Excel,Financial Modeling,Market Research,0.055244908835627264,-1.1466758057037298,2.124689894125136,-0.6319737072621808
South Africa,Middle East & Africa,University of Cape Town,Master,Data Science & AI,-0.6319737072621808,0.9253891345679424,0.7552407465771296,-0.7556546017150834,Technology/Consulting,Data Analyst,Machine Learning,Data Visualization,NLP,1.2110367779354207,-1.0872982493539942,0.08831641436364612,-0.6319737072621808
UAE,Middle East & Africa,Khalifa University,Master,Engineering,-0.9446550721784391,-0.7065101339335431,-0.3430537793574591,0.5345001474162483,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,Project Management,AutoCAD,-1.304510231281777,-0.9982319148293911,1.843810793468379,-0.9446550721784391
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Natural Sciences,-0.9446550721784391,0.6534059231510275,0.9333425615935496,-0.5172209392173942,Research/Academia,Chemist,Laboratory Skills,Statistical Analysis,Experimental Design,-1.1685347172700364,-0.886074308391002,1.0011734914981072,-0.9446550721784391
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Social Sciences,-1.5700178020109556,-1.9519069441057293,-2.183439201193794,-1.3990988690033679,Government/NGO,Economist,Qualitative Research,Public Policy,Data Analysis,-1.2365224742759067,-1.0048294210904727,0.6500746156771606,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Data Science & AI,-1.5700178020109556,-0.34863748733234035,-0.1946356001771094,-1.1476003482866273,Technology/Consulting,Machine Learning Engineer,Deep Learning,Data Visualization,Machine Learning,0.7351224788943294,-0.8992693209131654,1.1416130418264858,-1.5700178020109556
Mexico,Latin America,UNAM,PhD,Healthcare & Medicine,-1.2573364370946973,1.3691512163534332,1.4231225528887033,-0.863439682022258,Healthcare,Medical Doctor,Diagnostics,Medical Coding,Clinical Research,-2.052375558346349,-0.9223605928269514,0.22875596469202475,-1.2573364370946973
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,-1.5700178020109556,0.12375440618124693,-0.13526832850496867,-0.6870640960650632,Technology,Software Engineer,DevOps,SQL,React,1.00707350691781,-0.9982319148293911,0.7202943908413499,-1.5700178020109556
Argentina,Latin America,University of Buenos Aires,Bachelor,Computer Science,-0.0066109774296642075,0.6247761114229309,0.9778680153476541,-1.4807542328724395,Technology,Data Scientist,Cybersecurity,Java,Python,0.5991469648825889,0.030979061899356303,-0.4734417869498684,-0.0066109774296642075
Australia,Asia-Pacific,ANU,PhD,Healthcare & Medicine,-0.0066109774296642075,0.8251847935196053,0.9630261974296199,1.5666239467213137,Healthcare,Pharmacist,Diagnostics,Medical Coding,Patient Care,-0.692620418228945,0.4136344250420958,-0.9649802130991936,-0.0066109774296642075
Israel,Middle East & Africa,Technion,PhD,Computer Science,1.5567958471516272,0.7249804524712681,1.230178919954249,2.0304264134976404,Technology,Cybersecurity Analyst,React,Cybersecurity,Java,1.7549388339823824,1.6473680958643764,-1.5969581895768974,1.5567958471516272
Brazil,Latin America,University of São Paulo,Master,Natural Sciences,0.6187517524028524,-0.005079746595184858,0.07251712234752175,-1.15086656284139,Research/Academia,Biologist,Experimental Design,Statistical Analysis,Laboratory Skills,0.5991469648825889,0.48620699391399447,1.4927119176474324,0.6187517524028524
Mexico,Latin America,UNAM,Master,Engineering,1.5567958471516272,-0.9069188160302155,-1.0257774035870668,-0.7393235289412691,Manufacturing/Construction,Mechanical Engineer,SolidWorks,AutoCAD,Lean Six Sigma,1.279024534941291,1.6473680958643764,-0.5436615621140577,1.5567958471516272
Canada,North America,University of Toronto,PhD,Social Sciences,-0.0066109774296642075,-0.5919908870211587,-0.9664101319149262,0.227475979268539,Government/NGO,Sociologist,Qualitative Research,Communication,Public Policy,-1.032559203258296,-0.331883782460138,-0.824540662770815,-0.0066109774296642075
Canada,North America,McGill University,PhD,Natural Sciences,0.3060703874865941,-0.21980333455590653,0.28030257320001006,0.6553500859424743,Research/Academia,Biologist,Laboratory Skills,Statistical Analysis,Scientific Writing,-0.8965836892465556,0.6511446504410373,-0.26278246145730044,0.3060703874865941
USA,North America,Stanford,PhD,Business & Finance,-0.6319737072621808,0.09512459445315233,-0.1946356001771094,1.4915010119617678,Finance/Consulting,Management Consultant,Financial Modeling,Excel,Data Analysis,-0.4206693902054642,-0.9652443835239826,0.509635065348782,-0.6319737072621808
Canada,North America,UBC,Bachelor,Natural Sciences,0.3060703874865941,0.9397040404319897,0.8294498361673044,-0.3310467095959109,Research/Academia,Physicist,Laboratory Skills,Scientific Writing,Statistical Analysis,-0.6246326612230748,0.12334414955450021,-0.613881337278247,0.3060703874865941
France,Europe,Ecole Polytechnique,Master,Data Science & AI,-1.5700178020109556,1.641134427770348,1.4231225528887033,-0.027288756002964494,Technology/Consulting,Machine Learning Engineer,Deep Learning,NLP,Data Visualization,-0.08073060517611315,-1.1301820400510254,0.509635065348782,-1.5700178020109556
Sweden,Europe,KTH Royal Institute of Technology,Bachelor,Social Sciences,0.9314331173191107,-0.36295239319638767,-0.26884468976728426,-0.6544019505174345,Government/NGO,Human Resources Specialist,Qualitative Research,Data Analysis,Communication,-1.032559203258296,1.4989242049900378,1.843810793468379,0.9314331173191107
India,Asia-Pacific,IIT Delhi,Master,Social Sciences,-0.0066109774296642075,-0.9212337218942649,-0.8179919527345765,-1.5460785239676966,Government/NGO,Economist,Public Policy,Data Analysis,Communication,-0.14871836218198337,0.21570923720964436,2.124689894125136,-0.0066109774296642075
UAE,Middle East & Africa,Khalifa University,Master,Business & Finance,1.5567958471516272,-1.207531839175227,-1.6194501203084657,0.808862170016329,Finance/Consulting,Marketing Manager,Data Analysis,Market Research,Excel,-0.21670611918785357,1.6374718364727538,1.843810793468379,1.5567958471516272
Mexico,Latin America,UNAM,PhD,Computer Science,-0.0066109774296642075,1.1973723459848553,1.2895461916263877,-0.9973544787675354,Technology,Cloud Architect,DevOps,Python,Cloud Computing,1.7549388339823824,0.8325760726207845,-0.5436615621140577,-0.0066109774296642075
Argentina,Latin America,University of Buenos Aires,Bachelor,Engineering,0.3060703874865941,-0.07665427591542542,0.17640984777376487,-1.6016041713986655,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,AutoCAD,SolidWorks,1.00707350691781,0.519194525219403,-0.40322201178567907,0.3060703874865941
India,Asia-Pacific,IIT Bombay,Master,Data Science & AI,-0.0066109774296642075,1.5838748043141548,1.4231225528887033,-1.0006206933222983,Technology/Consulting,NLP Specialist,Machine Learning,NLP,Data Visualization,1.3470122919471612,0.35095811556181955,1.2118328169906751,-0.0066109774296642075
Germany,Europe,Heidelberg University,PhD,Social Sciences,-0.6319737072621808,0.0664947827250557,0.07251712234752175,0.3842542778971565,Government/NGO,Policy Analyst,Communication,Public Policy,Qualitative Research,-0.5566449042172046,-0.7937092207358579,-0.8947604379350043,-0.6319737072621808
Brazil,Latin America,University of São Paulo,Bachelor,Natural Sciences,-0.0066109774296642075,-1.10732749812689,-1.0851446752592075,-1.3599042943462134,Research/Academia,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,0.4631714508708485,0.06066784007422397,0.01809663919945681,-0.0066109774296642075
China,Asia-Pacific,Peking University,Bachelor,Data Science & AI,-0.9446550721784391,1.140112722528664,1.4231225528887033,-1.0953409154104214,Technology/Consulting,Machine Learning Engineer,Big Data,Data Visualization,R,2.0268898620058633,-1.0411157055264222,0.22875596469202475,-0.9446550721784391
