Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
Australia,ANU,2020,91.5,96.9,112600,Pharmacist,Diagnostics,Medical Coding,Patient Care,55,52.6,56,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Technion,2025,90.8,98.7,126800,Cybersecurity Analyst,React,Cybersecurity,Java,91,90.0,47,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Brazil,University of São Paulo,2022,85.7,90.9,29400,Biologist,Experimental Design,Statistical Analysis,Laboratory Skills,74,54.8,91,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2025,79.4,83.5,42000,Mechanical Engineer,SolidWorks,AutoCAD,Lean Six Sigma,84,90.0,62,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Canada,University of Toronto,2020,81.6,83.9,71600,Sociologist,Qualitative Research,Communication,Public Policy,50,30.0,58,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Canada,McGill University,2021,84.2,92.3,84700,Biologist,Laboratory Skills,Statistical Analysis,Scientific Writing,52,59.8,66,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
USA,Stanford,2018,86.4,89.1,110300,Management Consultant,Financial Modeling,Excel,Data Analysis,59,10.8,77,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,UBC,2021,92.3,96.0,54500,Physicist,Laboratory Skills,Scientific Writing,Statistical Analysis,56,43.8,61,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
France,Ecole Polytechnique,2015,97.2,100.0,63800,Machine Learning Engineer,Deep Learning,NLP,Data Visualization,64,5.8,77,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Sweden,KTH Royal Institute of Technology,2023,83.2,88.6,44600,Human Resources Specialist,Qualitative Research,Data Analysis,Communication,50,85.5,96,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
India,IIT Delhi,2020,79.3,84.9,17300,Economist,Public Policy,Data Analysis,Communication,63,46.6,100,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
UAE,Khalifa University,2025,77.3,79.5,89400,Marketing Manager,Data Analysis,Market Research,Excel,62,89.7,96,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2020,94.1,99.1,34100,Cloud Architect,DevOps,Python,Cloud Computing,91,65.3,62,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2021,85.2,91.6,15600,Civil Engineer,Lean Six Sigma,AutoCAD,SolidWorks,80,55.8,64,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
India,IIT Bombay,2020,96.8,100.0,34000,NLP Specialist,Machine Learning,NLP,Data Visualization,85,50.7,87,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Germany,Heidelberg University,2018,86.2,90.9,76400,Policy Analyst,Communication,Public Policy,Qualitative Research,57,16.0,57,1,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Brazil,University of São Paulo,2020,78.0,83.1,23000,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,72,41.9,70,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
China,Peking University,2017,93.7,100.0,31100,Machine Learning Engineer,Big Data,Data Visualization,R,95,8.5,73,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2021,99.0,100.0,37200,Public Health Specialist,Clinical Research,Patient Care,Medical Coding,64,56.1,72,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
France,PSL University,2025,91.0,98.1,67100,Public Health Specialist,Clinical Research,Medical Coding,Diagnostics,59,90.0,59,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Singapore,NUS,2017,82.4,86.3,72500,Cloud Architect,Cloud Computing,Java,React,77,17.8,69,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Sweden,KTH Royal Institute of Technology,2025,89.4,91.5,53400,Biologist,Experimental Design,Statistical Analysis,Scientific Writing,48,90.0,62,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
India,IIT Delhi,2022,83.5,89.0,18200,Investment Banker,Excel,Market Research,Data Analysis,58,47.2,83,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Australia,University of Melbourne,2022,80.8,89.4,90800,Management Consultant,Financial Modeling,Market Research,Strategic Planning,53,44.7,59,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,Georgia Tech,2021,94.2,98.7,131100,Pharmacist,Diagnostics,Medical Coding,Clinical Research,65,37.5,91,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Saudi Arabia,King Abdulaziz University,2023,88.6,94.3,95700,Investment Banker,Strategic Planning,Financial Modeling,Market Research,70,75.7,76,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NUS,2017,89.6,95.0,78600,Human Resources Specialist,Public Policy,Data Analysis,Qualitative Research,61,9.6,91,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2021,99.0,100.0,76700,AI Consultant,Data Visualization,R,Machine Learning,67,51.3,59,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,University of Toronto,2021,79.7,83.8,80100,Sociologist,Communication,Qualitative Research,Public Policy,43,45.5,40,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
USA,Harvard,2025,85.1,91.6,70600,Sociologist,Data Analysis,Public Policy,Communication,74,80.3,69,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2025,74.2,82.2,56500,Sociologist,Public Policy,Communication,Qualitative Research,78,87.8,70,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Canada,McGill University,2020,69.8,74.3,60700,Civil Engineer,SolidWorks,Project Management,AutoCAD,53,30.0,65,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
UK,Imperial College London,2023,93.2,97.1,78700,Biomedical Researcher,Clinical Research,Medical Coding,Patient Care,71,84.0,83,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Israel,Technion,2024,76.8,83.2,71300,Robotics Engineer,Project Management,SolidWorks,AutoCAD,71,89.0,79,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Singapore,NUS,2019,88.6,96.2,97100,Public Health Specialist,Diagnostics,Clinical Research,Medical Coding,59,20.4,59,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Brazil,University of São Paulo,2022,94.0,97.7,56000,Pharmacist,Diagnostics,Patient Care,Medical Coding,59,56.8,76,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Germany,Humboldt University,2019,77.1,82.1,52600,Biologist,Laboratory Skills,Scientific Writing,Statistical Analysis,79,18.6,76,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
UAE,Khalifa University,2017,91.9,98.1,74600,Data Scientist,Cloud Computing,DevOps,Cybersecurity,63,8.7,44,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Brazil,University of São Paulo,2015,94.5,98.5,33300,AI Consultant,Data Visualization,Machine Learning,NLP,85,5.0,48,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Netherlands,TU Delft,2015,86.5,94.9,61600,Electrical Engineer,MATLAB,AutoCAD,Lean Six Sigma,45,15.4,69,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Germany,TU Munich,2022,85.7,92.0,67400,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,48,74.8,90,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
UAE,Khalifa University,2018,92.0,98.0,63300,Machine Learning Engineer,Deep Learning,Big Data,Data Visualization,78,7.2,59,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
India,IIT Delhi,2018,95.9,100.0,21500,Cybersecurity Analyst,DevOps,React,Cybersecurity,72,13.9,40,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
USA,UC Berkeley,2015,84.3,88.6,115700,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,38,5.0,87,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Brazil,University of São Paulo,2021,91.7,96.6,26400,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,66,50.8,50,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
USA,UC Berkeley,2025,88.8,90.7,115900,Software Engineer,DevOps,Cloud Computing,React,85,90.0,82,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
China,Peking University,2025,78.3,82.6,29700,Economist,Public Policy,Communication,Qualitative Research,90,90.0,76,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Canada,UBC,2025,82.4,86.9,79800,Environmental Scientist,Statistical Analysis,Scientific Writing,Experimental Design,68,89.3,69,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Germany,TU Munich,2022,83.3,89.7,91000,Physicist,Laboratory Skills,Statistical Analysis,Experimental Design,63,60.8,40,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
UK,Imperial College London,2021,93.0,100.0,86700,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,33,70.9,67,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Japan,University of Tokyo,2019,87.8,94.0,95700,NLP Specialist,Machine Learning,R,Data Visualization,67,6.9,98,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Mexico,UNAM,2022,81.1,87.8,22400,Marketing Manager,Excel,Market Research,Financial Modeling,68,61.5,75,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Canada,UBC,2019,89.7,95.1,77800,Public Health Specialist,Medical Coding,Clinical Research,Diagnostics,68,15.5,87,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Japan,Kyoto University,2021,77.3,85.6,65700,Sociologist,Qualitative Research,Communication,Data Analysis,50,53.0,58,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Brazil,University of São Paulo,2019,84.6,90.3,39500,Marketing Manager,Financial Modeling,Market Research,Excel,62,18.1,76,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Australia,ANU,2015,87.8,95.2,85900,Civil Engineer,Project Management,SolidWorks,AutoCAD,37,13.0,80,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
USA,Harvard,2024,88.1,92.8,101700,Marketing Manager,Financial Modeling,Strategic Planning,Excel,69,78.3,70,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Japan,Kyoto University,2017,82.8,91.0,45600,Public Health Specialist,Medical Coding,Patient Care,Diagnostics,45,5.0,40,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
UK,Oxford,2022,76.4,84.7,92000,Mechanical Engineer,Lean Six Sigma,SolidWorks,MATLAB,74,53.1,100,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Japan,Kyoto University,2019,88.4,88.4,59100,Biomedical Researcher,Diagnostics,Clinical Research,Medical Coding,80,5.0,45,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,University of Toronto,2016,95.2,100.0,93700,Investment Banker,Excel,Market Research,Data Analysis,57,13.0,82,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
South Africa,University of Cape Town,2025,81.4,86.6,28900,Policy Analyst,Qualitative Research,Data Analysis,Public Policy,69,82.5,65,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Germany,TU Munich,2020,90.8,93.8,72800,Cybersecurity Analyst,Cybersecurity,SQL,Cloud Computing,68,41.8,90,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,King Abdulaziz University,2021,82.1,85.2,68600,NLP Specialist,NLP,Data Visualization,Big Data,91,40.2,66,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2016,76.4,81.6,53900,Economist,Data Analysis,Qualitative Research,Communication,38,7.0,74,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
